trace_rowid,query>duration,retrieve>duration,embedding>duration,reranking>duration,llm>duration,llm_request>duration,llm_scheduler>duration,llm_generate>duration,trace@query@llm_token_count_completion,trace@query@llm_token_count_prompt,trace@query@llm_token_count_total,trace@retrieve@retrieve_num,trace@embedding@embedding_model_name,trace@embedding@embedding_vector,trace@reranking@rerank_model_name,trace@reranking@top_k,trace@llm_request@llm_model_name,trace@llm_request@parameters_best_of,trace@llm_request@parameters_max_tokens,trace@llm_request@parameters_n,trace@llm_request@parameters_temperature,trace@llm_request@parameters_top_p,log@rag@httpcore.http11 - [_trace.py:85] - DEBUG,log@rag@openai._base_client - [_base_client.py:1585] - DEBUG,log@rag@httpx - [_client.py:1786] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@rag@httpcore.connection - [_trace.py:85] - DEBUG,log@rag@openai._base_client - [_base_client.py:446] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@rag@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@rag@llmrca.create_vdb.pipeline.rag - [rag.py:158] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,metric@qdrant@cpu_usage_percent,metric@qdrant@mem_rss,metric@qdrant@mem_vms,metric@qdrant@mem_memory_percent,metric@qdrant@disk_read_bytes,metric@qdrant@disk_write_bytes,metric@qdrant@disk_read_count,metric@qdrant@disk_write_count,metric@rag@cpu_usage_percent,metric@rag@mem_rss,metric@rag@mem_vms,metric@rag@mem_memory_percent,metric@rag@disk_read_bytes,metric@rag@disk_write_bytes,metric@rag@disk_read_count,metric@rag@disk_write_count,metric@rag@gpu_3_gpu_utilization_percent,metric@rag@gpu_3_gpu_memory_used_MB,metric@rag@gpu_3_gpu_memory_total_MB,metric@rag@gpu_3_gpu_memory_process_used_MB,metric@rag@gpu_3_gpu_temperature_C,metric@rag@gpu_3_gpu_power_W,metric@rag@gpu_3_gpu_sm_activity_percent,metric@rag@gpu_3_gpu_graph_clock,metric@rag@gpu_4_gpu_utilization_percent,metric@rag@gpu_4_gpu_memory_used_MB,metric@rag@gpu_4_gpu_memory_total_MB,metric@rag@gpu_4_gpu_memory_process_used_MB,metric@rag@gpu_4_gpu_temperature_C,metric@rag@gpu_4_gpu_power_W,metric@rag@gpu_4_gpu_sm_activity_percent,metric@rag@gpu_4_gpu_graph_clock,metric@vllm@cpu_usage_percent,metric@vllm@mem_rss,metric@vllm@mem_vms,metric@vllm@mem_memory_percent,metric@vllm@disk_read_bytes,metric@vllm@disk_write_bytes,metric@vllm@disk_read_count,metric@vllm@disk_write_count,metric@vllm@gpu_5_gpu_utilization_percent,metric@vllm@gpu_5_gpu_memory_used_MB,metric@vllm@gpu_5_gpu_memory_total_MB,metric@vllm@gpu_5_gpu_memory_process_used_MB,metric@vllm@gpu_5_gpu_temperature_C,metric@vllm@gpu_5_gpu_power_W,metric@vllm@gpu_5_gpu_sm_activity_percent,metric@vllm@gpu_5_gpu_graph_clock,quality@record@quality_kb,quality@record@quality_prompt,quality@answer_correctness,trace@query@input_value_sum,trace@query@output_value_sum,trace@retrieve@documents_contents_sum,trace@retrieve@documents_scores_top3mean,trace@reranking@output_documents_contents_sum,trace@reranking@output_documents_scores_top3mean
5298,10.514672994613647,0.0283780097961425,0.014380931854248,0.2774388790130615,2.17847204208374,2.0792698860168457,0.0213911533355712,1.5479130744934082,21.0,3370.0,3391.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11248181248.0,134785622016.0,12.4,76010451968.0,8521864192.0,715943.0,174813.5,3.4,1812856832.0,47465263104.0,1.344992740980044,0.0,4481024.0,20431.5,4150.5,0.0,2299.1875,46068.0,1626.0,41.0,79.6825,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.5,79.85650000000001,0.0,1740.0,23.3,5980958720.0,68942618624.0,4.437386295765299,1048576.0,422060032.0,13761.5,1630617.0,0.0,41465.1875,46068.0,40784.0,45.5,83.8605,0.0,1740.0,0,0,0.2414472163417522,12,14,4791,0.7526879133333333,1398,0.9997013012568156
5299,9.945430994033812,0.0835840702056884,0.0601081848144531,0.2923800945281982,1.534696102142334,1.440605878829956,0.0204329490661621,1.025712966918945,14.0,2582.0,2596.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11252291584.0,134785622016.0,12.4,76010451968.0,8527643648.0,715943.0,174998.0,4.6,1812856832.0,47465263104.0,1.344992740980044,0.0,4593664.0,20443.5,4257.5,0.0,2299.1875,46068.0,1626.0,41.0,79.947,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,39.5,77.4795,0.0,1740.0,16.8,5980958720.0,68942618624.0,4.437386295765299,1048576.0,427026432.0,13781.0,1650114.5,0.0,41465.1875,46068.0,40784.0,45.0,83.6255,0.0,1740.0,0,0,0.3382007163556104,7,9,5931,0.7022452633333334,1043,0.9982112050056458
5300,10.004492998123167,0.0813848972320556,0.0556809902191162,0.2936639785766601,1.5880329608917236,1.488326072692871,0.0210335254669189,0.9423255920410156,13.0,3465.0,3478.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11318157312.0,134785622016.0,12.45,76010451968.0,8533054464.0,715943.0,175116.5,5.699999999999999,1812856832.0,47465263104.0,1.344992740980044,0.0,4732928.0,20458.0,4381.0,0.0,2299.1875,46068.0,1626.0,41.0,80.8185,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.0,118.2615,0.0,1732.5,16.1,5980958720.0,68942618624.0,4.437386295765299,1048576.0,431300608.0,13797.5,1666809.5,46.5,41465.1875,46068.0,40784.0,48.5,103.849,46.5,1620.0,0,0,0.2392766952966368,7,8,7176,0.7718891399999999,1896,0.9889163176218668
5301,10.863866806030272,0.0274908542633056,0.0143420696258544,0.2792818546295166,2.523359060287476,2.426279067993164,0.0219893455505371,1.8798151016235352,26.0,3552.0,3578.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11343726592.0,134785622016.0,12.5,76010451968.0,8553563136.0,715943.0,175432.5,4.9,1810198528.0,47465263104.0,1.3430204950088198,0.0,4866048.0,20471.0,4489.0,0.0,2299.1875,46068.0,1626.0,41.0,85.44200000000001,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,39.5,88.708,0.0,1740.0,25.6,5980958720.0,68942618624.0,4.437386295765299,1048576.0,437420032.0,13822.0,1690816.0,23.5,41465.1875,46068.0,40784.0,47.0,143.2705,16.5,1740.0,0,0,0.3239145443804299,10,17,6043,0.7009181566666668,2085,0.7235684593518575
5302,11.684280157089232,0.0781900882720947,0.0492129325866699,0.2929089069366455,3.2702789306640625,3.171905994415283,0.0221240520477294,2.624253273010254,38.0,3561.0,3599.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,2,1,1,1,0.0,11316143445.333334,134785622016.0,12.433333333333332,76010451968.0,8560930474.666667,715943.0,175611.0,3.733333333333333,1811771392.0,47465263104.0,1.3441874325326255,0.0,4997120.0,20484.33333333333,4601.666666666667,0.0,2299.1875,46068.0,1626.0,41.0,78.88566666666667,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,39.333333333333336,100.91233333333332,0.0,1740.0,22.566666666666663,5980958720.0,68942618624.0,4.437386295765299,1048576.0,446693376.0,13860.0,1727253.6666666667,33.333333333333336,41465.1875,46068.0,40784.0,47.66666666666666,117.05466666666666,33.333333333333336,1705.0,0,0,0.1812496685752598,5,24,6498,0.5262027366666667,1978,0.9580722451210022
5303,10.104817152023315,0.0487029552459716,0.0239920616149902,0.2871110439300537,1.735273838043213,1.6313409805297852,0.0219855308532714,1.021254062652588,14.0,3879.0,3893.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11289919488.0,134785622016.0,12.4,76010451968.0,8564827136.0,715943.0,175728.0,10.0,1812295680.0,47465263104.0,1.344576411707228,0.0,5136384.0,20498.0,4715.0,0.0,2299.1875,46068.0,1626.0,41.0,78.888,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.0,77.407,0.0,1740.0,36.2,5980958720.0,68942618624.0,4.437386295765299,1048576.0,453832704.0,13888.0,1755271.0,0.0,41465.1875,46068.0,40784.0,46.0,84.161,0.0,1740.0,0,0,0.2222222222222222,10,10,6906,0.8027634166666666,2204,0.994085431098938
5304,9.594743967056274,0.0725848674774169,0.0492889881134033,0.2859890460968017,1.1995539665222168,1.1013131141662598,0.0225534439086914,0.4905591011047363,7.0,3867.0,3874.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,0,1,1,1,0.0,11279472640.0,134785622016.0,12.4,76010451968.0,8591809536.0,715943.0,176060.5,4.8,1812819968.0,47465263104.0,1.3449653908818298,0.0,5238784.0,20508.5,4798.5,1.0,2299.1875,46068.0,1626.0,41.0,79.186,1.0,1740.0,10.0,3617.1875,46068.0,2944.0,42.5,127.7485,10.0,1620.0,12.6,5980958720.0,68942618624.0,4.437386295765299,1048576.0,455258112.0,13892.5,1760840.5,0.0,41465.1875,46068.0,40784.0,45.0,83.629,0.0,1740.0,0,0,1.0,9,2,6631,0.6174329833333334,2123,0.34102153219282627
5307,11.430178880691528,0.0773420333862304,0.0503239631652832,0.2887730598449707,3.020725965499878,2.917125940322876,0.021167516708374,2.3066391944885254,31.0,3866.0,3897.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11302514688.0,134785622016.0,12.4,76010451968.0,8621444096.0,715943.0,176681.5,5.199999999999999,1813868544.0,47465263104.0,1.3457433492310338,0.0,5644288.0,20547.0,5137.0,0.0,2299.1875,46068.0,1626.0,41.0,79.02250000000001,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,39.5,87.7585,0.0,1740.0,30.9,5980958720.0,68942618624.0,4.437386295765299,1048576.0,472098816.0,13959.0,1826781.5,17.0,41465.1875,46068.0,40784.0,47.5,154.1845,17.0,1740.0,0,0,0.1150966167270514,12,24,5505,0.7147186233333334,2188,0.956558624903361
5308,9.716469049453735,0.0695850849151611,0.0484640598297119,0.2775869369506836,1.3385958671569824,1.241014003753662,0.0229275226593017,0.6398499011993408,9.0,3795.0,3804.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11282235392.0,134785622016.0,12.4,76010451968.0,8637592576.0,715943.0,176970.0,5.199999999999999,1813868544.0,47465263104.0,1.3457433492310338,0.0,5771264.0,20560.0,5246.0,0.0,2299.1875,46068.0,1626.0,41.0,79.538,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.5,95.8005,0.0,1732.5,13.5,5980958720.0,68942618624.0,4.437386295765299,1048576.0,476901376.0,13977.5,1845570.0,11.5,41465.1875,46068.0,40784.0,49.0,114.969,11.5,1612.5,0,0,0.686886723926607,5,3,6782,0.7029594033333334,2169,0.35600724381705123
5309,9.986911058425903,0.0292019844055175,0.0154230594635009,0.2762098312377929,1.650217056274414,1.55361008644104,0.0224695205688476,1.005697250366211,14.0,3566.0,3580.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11270412288.0,134785622016.0,12.4,76010451968.0,8647087104.0,715943.0,177153.0,4.5,1813868544.0,47465263104.0,1.3457433492310338,0.0,5888000.0,20573.0,5354.0,0.0,2299.1875,46068.0,1626.0,41.0,80.01650000000001,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.0,87.57249999999999,0.0,1740.0,16.6,5980958720.0,68942618624.0,4.437386295765299,1048576.0,481554432.0,13995.5,1863808.5,22.0,41465.1875,46068.0,40784.0,47.0,149.827,22.0,1740.0,0,0,0.2222222222222222,10,9,5316,0.68683279,1704,0.9986253380775452
5310,10.444155931472778,0.075312852859497,0.0491290092468261,0.2918059825897217,2.038796186447144,1.9467101097106931,0.020714521408081,1.5336833000183103,21.0,2591.0,2612.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11261001728.0,134785622016.0,12.4,76010451968.0,8656688128.0,715943.0,177375.5,5.199999999999999,1813868544.0,47465263104.0,1.3457433492310338,0.0,5994496.0,20585.0,5462.0,0.0,2299.1875,46068.0,1626.0,41.0,78.8305,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.0,88.195,0.0,1740.0,20.5,5980958720.0,68942618624.0,4.437386295765299,1048576.0,487536640.0,14019.5,1887310.0,21.5,41465.1875,46068.0,40784.0,46.5,111.9695,21.5,1740.0,0,0,0.2874574785652648,8,12,5505,0.72878309,1300,0.9776382048924764
5311,10.638355016708374,0.0740280151367187,0.0491449832916259,0.2826430797576904,2.2495388984680176,2.1517958641052246,0.0228638648986816,1.548475742340088,21.0,3750.0,3771.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11279331328.0,134785622016.0,12.4,76010451968.0,8668294144.0,715943.0,177577.5,5.3,1813868544.0,47465263104.0,1.3457433492310338,0.0,6119424.0,20598.0,5570.0,0.0,2299.1875,46068.0,1626.0,41.0,78.9705,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.0,88.595,0.0,1740.0,22.8,5981483008.0,68942618624.0,4.437775274939901,1048576.0,493232128.0,14042.0,1909644.5,16.0,41465.1875,46068.0,40784.0,47.0,108.606,16.0,1740.0,0,0,0.0,11,17,5995,0.48090275,2187,0.2413003221154213
5313,10.571192979812622,0.0788478851318359,0.0521588325500488,0.2854311466217041,2.1717419624328613,2.076869010925293,0.0217792987823486,1.576096773147583,22.0,3137.0,3159.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,2,1,1,1,0.0,11285317632.0,134785622016.0,12.4,76010451968.0,8685765632.0,715943.0,177969.5,5.1,1814392832.0,47465263104.0,1.3461323284056357,0.0,6352896.0,20624.0,5786.0,0.0,2299.1875,46068.0,1626.0,41.0,79.5375,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.0,86.9315,0.0,1740.0,21.9,5981483008.0,68942618624.0,4.437775274939901,1048576.0,505155584.0,14090.5,1956414.0,21.5,41465.1875,46068.0,40784.0,47.0,120.4855,21.5,1740.0,0,0,0.25,10,14,4868,0.7616555100000001,1598,0.9990150928497314
5314,9.321768999099731,0.0776491165161132,0.0497119426727294,0.2880101203918457,0.91646409034729,0.8211581707000732,0.0227875709533691,0.2681176662445068,4.0,3549.0,3553.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11265933312.0,134785622016.0,12.4,76010451968.0,8698635264.0,715943.0,178178.5,5.6,1812738048.0,47465263104.0,1.3449046128857982,0.0,6477824.0,20638.0,5903.0,0.0,2299.1875,46068.0,1626.0,41.0,78.945,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.0,93.855,0.0,1740.0,10.5,5981483008.0,68942618624.0,4.437775274939901,1048576.0,508180480.0,14114.0,1968214.0,0.0,41465.1875,46068.0,40784.0,45.5,90.786,0.0,1740.0,0,0,1.0,12,2,6163,0.6827799433333333,1937,0.7960045536359152
5315,9.399256944656372,0.080467939376831,0.0507941246032714,0.2955610752105713,0.9866960048675536,0.8901329040527344,0.0222961902618408,0.3438076972961426,5.0,3519.0,3524.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,2,1,1,1,0.0,11271933952.0,134785622016.0,12.4,76010451968.0,8712266752.0,715943.0,178420.5,6.0,1812738048.0,47465263104.0,1.3449046128857982,0.0,6610944.0,20650.0,6012.0,0.0,2299.1875,46068.0,1626.0,41.0,78.59649999999999,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.0,77.29400000000001,0.0,1740.0,11.1,5981483008.0,68942618624.0,4.437775274939901,1048576.0,510394368.0,14121.0,1976798.5,0.0,41465.1875,46068.0,40784.0,45.5,83.904,0.0,1740.0,0,0,1.0,3,2,6254,0.7477679866666667,2064,0.9876472552617391
5317,10.01592206954956,0.0381970405578613,0.0208148956298828,0.2793569564819336,1.6689231395721436,1.573293924331665,0.0229687690734863,0.9983675479888916,14.0,3589.0,3603.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11340664832.0,134785622016.0,12.45,76010910720.0,8730940416.0,715946.5,178794.5,4.699999999999999,1812738048.0,47465263104.0,1.3449046128857982,0.0,6860800.0,20676.0,6229.0,0.0,2299.1875,46068.0,1626.0,41.0,79.206,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,39.5,77.34700000000001,0.0,1740.0,18.2,5981483008.0,68942618624.0,4.437775274939901,1048576.0,519276544.0,14155.0,2011594.5,0.0,41465.1875,46068.0,40784.0,45.5,83.731,0.0,1740.0,0,0,0.4101183847695672,6,7,5649,0.78766215,1859,0.9998250404993693
5319,9.68571400642395,0.0709669589996337,0.0492770671844482,0.2813699245452881,1.2995898723602295,1.194231033325195,0.0237693786621093,0.5736355781555176,8.0,3931.0,3939.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11328679936.0,134785622016.0,12.5,76011369472.0,8739484672.0,715950.0,179045.5,5.3,1813262336.0,47465263104.0,1.3452935920604,0.0,7110656.0,20701.0,6434.0,0.0,2299.1875,46068.0,1626.0,41.0,79.9915,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.0,113.1945,0.0,1740.0,9.4,5981483008.0,68942618624.0,4.437775274939901,1048576.0,523378688.0,14169.0,2027492.5,50.0,41465.1875,46068.0,40784.0,49.5,127.8075,50.0,1620.0,0,0,1.0,9,2,5704,0.7640814233333333,2008,0.9998706976572672
5324,9.483909130096436,0.0382797718048095,0.0213420391082763,0.2862141132354736,1.1234159469604492,1.027677059173584,0.0231826305389404,0.4130923748016357,6.0,3877.0,3883.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11335768064.0,134785622016.0,12.5,76011369472.0,8796111872.0,715950.0,180081.5,4.9,1813786624.0,47465263104.0,1.3456825712350022,0.0,7708672.0,20766.0,6985.0,0.0,2299.1875,46068.0,1626.0,41.0,78.816,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.0,77.606,0.0,1740.0,12.3,5981483008.0,68942618624.0,4.437775274939901,1048576.0,543877120.0,14245.0,2107678.5,0.0,41465.1875,46068.0,40784.0,45.5,83.7715,0.0,1740.0,0,0,1.0,15,2,6279,0.7018585133333334,2077,0.9966259797414144
5325,10.377272844314575,0.0768780708312988,0.0491161346435546,0.2850630283355713,1.9819037914276123,1.888286828994751,0.022205114364624,1.3576743602752686,19.0,3349.0,3368.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11296391168.0,134785622016.0,12.4,76011369472.0,8810179584.0,715950.0,180343.5,10.6,1813786624.0,47465263104.0,1.3456825712350022,0.0,7823360.0,20778.0,7091.0,0.0,2299.1875,46068.0,1626.0,41.0,79.083,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.0,77.439,0.0,1740.0,41.2,5981483008.0,68942618624.0,4.437775274939901,1048576.0,549122048.0,14266.0,2128222.0,0.0,41465.1875,46068.0,40784.0,46.0,83.849,0.0,1740.0,0,0,0.0,9,12,5764,0.7303005833333334,1668,0.9997813900311788
5326,9.594461917877195,0.0806441307067871,0.0520730018615722,0.2906358242034912,1.190958023071289,1.0982720851898191,0.0232651233673095,0.4824588298797607,7.0,3842.0,3849.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11284951040.0,134785622016.0,12.4,76011369472.0,8813192192.0,715950.0,180447.0,7.6,1813786624.0,47465263104.0,1.3456825712350022,0.0,7942144.0,20790.0,7199.0,0.0,2299.1875,46068.0,1626.0,41.0,78.98,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.0,77.525,0.0,1740.0,24.8,5981483008.0,68942618624.0,4.437775274939901,1048576.0,551788544.0,14275.0,2138626.0,0.0,41465.1875,46068.0,40784.0,45.0,83.7,0.0,1740.0,0,0,1.0,9,2,6094,0.7464876333333335,2080,0.9999272425969442
5329,9.60909104347229,0.0780460834503173,0.0508649349212646,0.2947051525115967,1.200800895690918,1.1049349308013916,0.0234298706054687,0.489344835281372,7.0,3882.0,3889.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11278972928.0,134785622016.0,12.4,76011369472.0,8839228416.0,715950.0,180987.5,6.0,1811402752.0,47465263104.0,1.3439139315504838,0.0,8316928.0,20828.0,7524.0,0.0,2299.1875,46068.0,1626.0,41.0,78.8155,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.0,77.5995,0.0,1740.0,13.3,5981483008.0,68942618624.0,4.437775274939901,1048576.0,560214016.0,14304.0,2171432.0,0.0,41465.1875,46068.0,40784.0,45.5,84.011,0.0,1740.0,0,0,1.0,8,2,5878,0.7503812833333333,2023,0.9998241066932678
5330,9.687819004058838,0.3434040546417236,0.0493600368499755,0.290402889251709,1.0153110027313232,0.9219000339508056,0.0225262641906738,0.4115211963653564,6.0,3207.0,3213.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11366504448.0,134785622016.0,12.5,76011369472.0,8848327680.0,715950.0,181215.5,5.6,1811402752.0,47465263104.0,1.3439139315504838,0.0,8429568.0,20840.0,7633.0,0.0,2299.1875,46068.0,1626.0,41.0,78.7915,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.0,77.673,0.0,1740.0,11.3,5981483008.0,68942618624.0,4.437775274939901,1048576.0,562614272.0,14312.0,2180781.0,0.0,41465.1875,46068.0,40784.0,45.0,83.757,0.0,1740.0,0,0,1.0,8,2,5724,0.7635976133333333,1479,0.9996722539265951
5332,9.448312997817991,0.0754709243774414,0.0501220226287841,0.2903540134429931,1.0437390804290771,0.9503021240234376,0.0292255878448486,0.4870915412902832,7.0,2863.0,2870.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11300014080.0,134785622016.0,12.4,76011369472.0,8861264896.0,715950.0,181506.0,5.3,1811402752.0,47465263104.0,1.3439139315504838,0.0,8646656.0,20863.0,7838.0,0.0,2299.1875,46068.0,1626.0,41.0,79.245,0.0,1740.0,49.5,3617.1875,46068.0,2944.0,41.0,125.228,49.5,1732.5,6.7,5981483008.0,68942618624.0,4.437775274939901,1048576.0,565655552.0,14321.5,2192557.0,0.0,41465.1875,46068.0,40784.0,47.0,90.3125,28.0,1627.5,0,0,1.0,9,2,4968,0.6832038733333334,1370,0.9952501257260641
5333,10.370687007904053,0.0772559642791748,0.0507140159606933,0.2932000160217285,1.9645721912384035,1.8710148334503172,0.0219497680664062,1.3688819408416748,19.0,3144.0,3163.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11266928640.0,134785622016.0,12.4,76011369472.0,8866814976.0,715950.0,181635.0,6.0,1811402752.0,47465263104.0,1.3439139315504838,0.0,8753152.0,20875.0,7946.0,0.0,2299.1875,46068.0,1626.0,41.0,78.987,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.0,88.5075,0.0,1740.0,16.0,5981483008.0,68942618624.0,4.437775274939901,1048576.0,570855424.0,14342.0,2212981.5,22.0,41465.1875,46068.0,40784.0,46.5,141.2165,22.0,1740.0,0,0,0.2798913274137045,10,13,5429,0.7002068566666666,1492,0.9999237457911173
5334,9.321125984191896,0.074211835861206,0.049382209777832,0.2876949310302734,0.9257409572601318,0.8317728042602539,0.0214097499847412,0.3313617706298828,5.0,3076.0,3081.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11273758720.0,134785622016.0,12.4,76011369472.0,8881089536.0,715950.0,181909.5,5.2,1811927040.0,47465263104.0,1.344302910725086,0.0,8871936.0,20888.0,8064.0,0.0,2299.1875,46068.0,1626.0,41.0,79.83500000000001,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.0,87.9915,0.0,1740.0,10.6,5981483008.0,68942618624.0,4.437775274939901,1048576.0,574107648.0,14353.0,2225660.0,0.0,41465.1875,46068.0,40784.0,45.5,102.218,0.0,1740.0,0,0,1.0,14,2,5381,0.7435423533333333,1780,0.9973894556363424
5335,9.507253885269163,0.0755820274353027,0.049009084701538,0.2895197868347168,1.1047160625457764,1.0098721981048584,0.0223395824432373,0.4781568050384521,7.0,3367.0,3374.0,10.0,2,1024,2,3.0,8.0,1.0,256,1.0,0.2,1.0,20,1,2,0,1,8,1,0,1,4,1,1,4,1,1,1,1,1,0.0,11265243136.0,134785622016.0,12.4,76011369472.0,8886494208.0,715950.0,182029.5,5.5,1811927040.0,47465263104.0,1.344302910725086,0.0,8998912.0,20901.0,8172.0,0.0,2299.1875,46068.0,1626.0,41.0,78.9125,0.0,1740.0,0.0,3617.1875,46068.0,2944.0,40.0,77.5065,0.0,1740.0,12.1,5981483008.0,68942618624.0,4.437775274939901,1048576.0,576737280.0,14362.0,2235936.0,0.0,41465.1875,46068.0,40784.0,45.0,83.65100000000001,0.0,1740.0,0,0,0.4553418012614796,6,3,6335,0.6805545900000002,1823,0.7389523983001709
