id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@urllib3.connectionpool - [connectionpool.py:243] - DEBUG,log@httpx - [_config.py:82] - DEBUG,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@httpx - [_config.py:148] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
48,1980,00d3e1db620842aa,1d7173e55bc7fdeb,llm_generate,2024-11-04 10:30:56.619310,2024-11-04 10:30:57.982231,[],OK,,1730687456.61931,1730687457.9822311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],68.1,1005,1.3629212379455566
49,1981,76cba25541580e93,,query,2024-11-04 02:30:58.316632,2024-11-04 02:31:02.181515,[],OK,,1730687458.316632,1730687462.181515,0,0,20,0,1,4,0,1,1,4,1,2,1,1,1,1,1,1,1,"['2024-11-04 02:30:58,373 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 02:30:58,378 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,379 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,380 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,380 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,380 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,381 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,381 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,383 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,384 - httpx - [_client.py:1786] - INFO', '2024-11-04 02:30:58,384 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,386 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,387 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,387 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,387 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,388 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:30:59,406 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 02:30:59,410 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-04 02:30:59,822 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 02:30:59,822 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-04 02:30:59,823 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-04 02:30:59,826 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 02:30:59,827 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:59,827 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:59,827 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:59,828 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:59,828 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,158 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,159 - httpx - [_client.py:1786] - INFO', '2024-11-04 02:31:02,159 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,160 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,160 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,161 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,161 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 02:31:02,180 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 02:31:02,181 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-04 02:30:59,892 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 02:30:59,895 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 02:31:00,462 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 02:31:02,138 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 02:31:02,159 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,3.8648829460144043
50,1981,556ce5bdec12ba09,76cba25541580e93,retrieve,2024-11-04 02:30:58.317412,2024-11-04 02:30:59.396403,[],OK,,1730687458.317412,1730687459.396403,0,0,10,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,"['2024-11-04 02:30:58,373 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 02:30:58,378 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,379 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,380 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,380 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,380 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,381 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,381 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,383 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,384 - httpx - [_client.py:1786] - INFO', '2024-11-04 02:30:58,384 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,386 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,387 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,387 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,387 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:30:58,388 - httpcore.connection - [_trace.py:85] - DEBUG']",14.6,1005,1.078991174697876
51,1981,bf14986512922125,556ce5bdec12ba09,embedding,2024-11-04 02:30:58.318172,2024-11-04 02:30:58.369203,[],OK,,1730687458.318172,1730687458.369203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],14.6,1005,0.05103111267089844
52,1981,8c5a04f0fc700f22,76cba25541580e93,reranking,2024-11-04 02:30:59.421071,2024-11-04 02:30:59.805759,[],OK,,1730687459.421071,1730687459.805759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],14.6,1005,0.3846879005432129
53,1981,40b46639779b933b,76cba25541580e93,llm,2024-11-04 02:30:59.824027,2024-11-04 02:31:02.163423,[],OK,,1730687459.824027,1730687462.163423,0,0,10,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,"['2024-11-04 02:30:59,826 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 02:30:59,827 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:59,827 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:59,827 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:59,828 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:30:59,828 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,158 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,159 - httpx - [_client.py:1786] - INFO', '2024-11-04 02:31:02,159 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,160 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,160 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,161 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,161 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 02:30:59,892 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 02:30:59,895 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 02:31:00,462 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 02:31:02,138 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 02:31:02,159 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,2.3393959999084473
54,1981,c12ea9b8e7e13ed8,40b46639779b933b,llm_request,2024-11-04 02:30:59.892760,2024-11-04 02:31:02.137762,[],OK,,1730687459.89276,1730687462.137762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,2.245002031326294
55,1981,edc10d142547f09e,c12ea9b8e7e13ed8,llm_scheduler,2024-11-04 10:30:59.915564,2024-11-04 10:30:59.938368,[],OK,,1730687459.915564,1730687459.938368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],49.0,1005,0.02280402183532715
56,1981,ff8f65a1287fab2c,c12ea9b8e7e13ed8,llm_generate,2024-11-04 10:31:00.641057,2024-11-04 10:31:02.112603,[],OK,,1730687460.6410575,1730687462.1126032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],49.0,1005,1.471545696258545
57,1982,638d7c1213c6c7f7,,query,2024-11-04 02:31:02.190357,2024-11-04 02:31:06.038376,[],OK,,1730687462.190357,1730687466.038376,0,0,20,0,1,4,0,1,1,4,1,2,1,1,1,1,1,1,1,"['2024-11-04 02:31:02,242 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 02:31:02,247 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,248 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,249 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,249 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,249 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,250 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,250 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,253 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,253 - httpx - [_client.py:1786] - INFO', '2024-11-04 02:31:02,254 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,256 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,256 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,256 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,256 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,257 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:31:03,273 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 02:31:03,276 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-04 02:31:03,681 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 02:31:03,682 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-04 02:31:03,682 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-04 02:31:03,685 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 02:31:03,691 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:03,692 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:03,692 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:03,692 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:03,692 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:05,993 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:05,993 - httpx - [_client.py:1786] - INFO', '2024-11-04 02:31:05,994 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:05,995 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:05,995 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:05,996 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:05,996 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 02:31:06,036 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 02:31:06,038 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-04 02:31:03,756 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 02:31:03,759 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 02:31:05,533 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 02:31:05,972 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 02:31:05,994 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,3.8480191230773926
58,1982,1c37f668fb3e0fea,638d7c1213c6c7f7,retrieve,2024-11-04 02:31:02.191121,2024-11-04 02:31:03.264103,[],OK,,1730687462.191121,1730687463.264103,0,0,10,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,"['2024-11-04 02:31:02,242 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 02:31:02,247 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,248 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,249 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,249 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,249 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,250 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,250 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,253 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,253 - httpx - [_client.py:1786] - INFO', '2024-11-04 02:31:02,254 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,256 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,256 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,256 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,256 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:31:02,257 - httpcore.connection - [_trace.py:85] - DEBUG']",14.6,1005,1.072981834411621
59,1982,53b95de494c8a22b,1c37f668fb3e0fea,embedding,2024-11-04 02:31:02.191868,2024-11-04 02:31:02.238816,[],OK,,1730687462.191868,1730687462.238816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],14.6,1005,0.04694795608520508
60,1982,69018e0c8419bbfa,638d7c1213c6c7f7,reranking,2024-11-04 02:31:03.285229,2024-11-04 02:31:03.670386,[],OK,,1730687463.285229,1730687463.670386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],14.6,1005,0.38515710830688477
61,1982,91666d9c7c89c74c,638d7c1213c6c7f7,llm,2024-11-04 02:31:03.683323,2024-11-04 02:31:05.998402,[],OK,,1730687463.683323,1730687465.998402,0,0,10,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,"['2024-11-04 02:31:03,685 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 02:31:03,691 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:03,692 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:03,692 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:03,692 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:03,692 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:05,993 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:05,993 - httpx - [_client.py:1786] - INFO', '2024-11-04 02:31:05,994 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:05,995 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:05,995 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:05,996 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:05,996 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 02:31:03,756 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 02:31:03,759 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 02:31:05,533 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 02:31:05,972 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 02:31:05,994 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,2.3150792121887207
62,1982,c1b199c45f1ff97c,91666d9c7c89c74c,llm_request,2024-11-04 02:31:03.756470,2024-11-04 02:31:05.972082,[],OK,,1730687463.75647,1730687465.972082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,2.2156119346618652
63,1982,0442463784e45dcd,c1b199c45f1ff97c,llm_scheduler,2024-11-04 10:31:03.779714,2024-11-04 10:31:03.802958,[],OK,,1730687463.779714,1730687463.802958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],64.7,1005,0.02324390411376953
64,1982,99eec5993108afcc,c1b199c45f1ff97c,llm_generate,2024-11-04 10:31:04.503618,2024-11-04 10:31:05.946516,[],OK,,1730687464.5036182,1730687465.9465156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],64.7,1005,1.4428973197937012
65,1983,ad3406a4a50dceaa,,query,2024-11-04 02:31:06.185541,2024-11-04 02:31:10.074393,[],OK,,1730687466.185541,1730687470.074393,0,0,20,0,1,4,0,1,1,4,1,2,1,1,1,0,1,1,1,"['2024-11-04 02:31:06,242 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 02:31:06,247 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,249 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,249 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,250 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,250 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,251 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,251 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,253 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,254 - httpx - [_client.py:1786] - INFO', '2024-11-04 02:31:06,254 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,256 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,257 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,257 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,257 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,257 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:31:07,275 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 02:31:07,279 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-04 02:31:07,684 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 02:31:07,684 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-04 02:31:07,685 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-04 02:31:07,688 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 02:31:07,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:07,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:07,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:07,690 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:07,690 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:10,016 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:10,017 - httpx - [_client.py:1786] - INFO', '2024-11-04 02:31:10,017 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:10,018 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:10,018 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:10,019 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:10,019 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 02:31:10,073 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 02:31:10,074 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-04 02:31:07,754 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 02:31:07,757 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 02:31:09,995 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 02:31:10,017 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,3.888852119445801
66,1983,abb29c021c2a63b6,ad3406a4a50dceaa,retrieve,2024-11-04 02:31:06.186795,2024-11-04 02:31:07.266712,[],OK,,1730687466.186795,1730687467.266712,0,0,10,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,"['2024-11-04 02:31:06,242 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 02:31:06,247 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,249 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,249 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,250 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,250 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,251 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,251 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,253 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,254 - httpx - [_client.py:1786] - INFO', '2024-11-04 02:31:06,254 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,256 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,257 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,257 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,257 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 02:31:06,257 - httpcore.connection - [_trace.py:85] - DEBUG']",16.8,1005,1.0799169540405273
67,1983,e7a1704b36439763,abb29c021c2a63b6,embedding,2024-11-04 02:31:06.187634,2024-11-04 02:31:06.238444,[],OK,,1730687466.187634,1730687466.238444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],16.8,1005,0.05081009864807129
68,1983,b210e38df6a86b2d,ad3406a4a50dceaa,reranking,2024-11-04 02:31:07.282129,2024-11-04 02:31:07.666355,[],OK,,1730687467.282129,1730687467.666355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],16.8,1005,0.38422584533691406
69,1983,85a47b4267a1ac30,ad3406a4a50dceaa,llm,2024-11-04 02:31:07.685631,2024-11-04 02:31:10.021502,[],OK,,1730687467.685631,1730687470.021502,0,0,10,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,"['2024-11-04 02:31:07,688 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 02:31:07,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:07,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:07,689 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:07,690 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:07,690 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:10,016 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:10,017 - httpx - [_client.py:1786] - INFO', '2024-11-04 02:31:10,017 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:10,018 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:10,018 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:10,019 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 02:31:10,019 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 02:31:07,754 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 02:31:07,757 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 02:31:09,995 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 02:31:10,017 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,2.3358709812164307
70,1983,0726d44a215203c7,85a47b4267a1ac30,llm_request,2024-11-04 02:31:07.754504,2024-11-04 02:31:09.995018,[],OK,,1730687467.754504,1730687469.995018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,2.240514039993286
71,1983,c51704c32b74e39d,0726d44a215203c7,llm_scheduler,2024-11-04 10:31:07.778505,2024-11-04 10:31:07.802506,[],OK,,1730687467.7785048,1730687467.802506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],64.7,1005,0.024001121520996094
72,1983,abb9c79c2eee7123,0726d44a215203c7,llm_generate,2024-11-04 10:31:08.503975,2024-11-04 10:31:09.968720,[],OK,,1730687468.503975,1730687469.9687202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],64.7,1005,1.464745283126831
