id,trace_rowid,span_id,parent_id,name,start_time,end_time,events,status_code,status_message,start_time_unix,end_time_unix,log@llmrca.create_vdb.pipeline.rag - [rag.py:112] - INFO,log@urllib3.connectionpool - [connectionpool.py:291] - DEBUG,log@httpx - [_client.py:1786] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO,log@llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG,log@urllib3.connectionpool - [connectionpool.py:546] - DEBUG,log@httpcore.http11 - [_trace.py:85] - DEBUG,log@httpcore.connection - [_trace.py:85] - DEBUG,log@llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG,log@openai._base_client - [_base_client.py:446] - DEBUG,log@openai._base_client - [_base_client.py:1585] - DEBUG,log@vllm.engine.metrics - [metrics.py:295] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG,log@vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO,log@vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG,log_entries,metric@cpu_usage,metric@gpu_graph_clock,duration
107,17,76ae56d4587ef8bf,e0b18ded2ab516e7,embedding,2024-11-04 06:41:05.683807,2024-11-04 06:41:05.731975,[],OK,,1730702465.683807,1730702465.731975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],24.6,1005,0.048168182373046875
108,17,90a5fd0aaab21a65,7cd215c020aa7c38,reranking,2024-11-04 06:41:05.771107,2024-11-04 06:41:06.151401,[],OK,,1730702465.771107,1730702466.151401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],24.6,1005,0.3802940845489502
109,17,e4f4cf3984f5f5dc,7cd215c020aa7c38,llm,2024-11-04 06:41:06.158555,2024-11-04 06:41:07.385545,[],OK,,1730702466.158555,1730702467.385545,0,0,1,0,0,0,0,10,0,0,1,1,0,1,1,1,1,"['2024-11-04 06:41:06,161 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 06:41:06,162 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:06,163 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:06,163 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:06,163 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:06,163 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,380 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,381 - httpx - [_client.py:1786] - INFO', '2024-11-04 06:41:07,381 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,382 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,382 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,383 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,383 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 06:41:06,226 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 06:41:06,228 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 06:41:07,359 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 06:41:07,381 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,1.226989984512329
110,17,cf1accc1eaca3811,e4f4cf3984f5f5dc,llm_request,2024-11-04 06:41:06.226217,2024-11-04 06:41:07.358748,[],OK,,1730702466.226217,1730702467.358748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,1.132530927658081
111,17,c8b1e82438ba8adc,cf1accc1eaca3811,llm_scheduler,2024-11-04 14:41:06.248703,2024-11-04 14:41:06.271189,[],OK,,1730702466.248703,1730702466.2711897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],82.5,1005,0.02248668670654297
112,17,052cfa57b67a3c6e,cf1accc1eaca3811,llm_generate,2024-11-04 14:41:06.903049,2024-11-04 14:41:07.331792,[],OK,,1730702466.9030488,1730702467.331792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],82.5,1005,0.4287433624267578
113,18,915e44258a47cd10,,query,2024-11-04 06:41:07.406154,2024-11-04 06:41:09.407943,[],OK,,1730702467.406154,1730702469.407943,0,0,2,1,1,1,4,20,4,1,1,1,1,1,1,1,1,"['2024-11-04 06:41:07,464 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 06:41:07,467 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,468 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,468 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,469 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,469 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,469 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,470 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,471 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,472 - httpx - [_client.py:1786] - INFO', '2024-11-04 06:41:07,472 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,474 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,474 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,475 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,475 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,475 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,488 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 06:41:07,491 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-04 06:41:07,879 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 06:41:07,880 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-04 06:41:07,880 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-04 06:41:07,883 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 06:41:07,884 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,884 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,884 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,884 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,885 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,394 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,395 - httpx - [_client.py:1786] - INFO', '2024-11-04 06:41:09,396 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,396 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,397 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,397 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,397 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 06:41:09,406 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 06:41:09,407 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-04 06:41:07,952 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 06:41:07,954 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 06:41:08,758 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 06:41:09,374 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 06:41:09,395 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,2.001789093017578
114,18,ade1927d060a8e59,915e44258a47cd10,retrieve,2024-11-04 06:41:07.406967,2024-11-04 06:41:07.481725,[],OK,,1730702467.406967,1730702467.481725,0,0,1,0,0,0,1,10,4,0,0,0,0,0,0,0,0,"['2024-11-04 06:41:07,464 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 06:41:07,467 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,468 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,468 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,469 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,469 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,469 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,470 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,471 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,472 - httpx - [_client.py:1786] - INFO', '2024-11-04 06:41:07,472 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,474 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,474 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,475 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,475 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,475 - httpcore.connection - [_trace.py:85] - DEBUG']",24.6,1005,0.07475805282592773
115,18,066f82940b735758,ade1927d060a8e59,embedding,2024-11-04 06:41:07.407701,2024-11-04 06:41:07.458813,[],OK,,1730702467.407701,1730702467.458813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],24.6,1005,0.05111193656921387
116,18,925eedc1338c8620,915e44258a47cd10,reranking,2024-11-04 06:41:07.494432,2024-11-04 06:41:07.875233,[],OK,,1730702467.494432,1730702467.875233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],24.6,1005,0.3808009624481201
117,18,d367e1031fdb5088,915e44258a47cd10,llm,2024-11-04 06:41:07.880872,2024-11-04 06:41:09.399699,[],OK,,1730702467.880872,1730702469.399699,0,0,1,0,0,0,0,10,0,0,1,1,1,1,1,1,1,"['2024-11-04 06:41:07,883 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 06:41:07,884 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,884 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,884 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,884 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:07,885 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,394 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,395 - httpx - [_client.py:1786] - INFO', '2024-11-04 06:41:09,396 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,396 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,397 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,397 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,397 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 06:41:07,952 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 06:41:07,954 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 06:41:08,758 - vllm.engine.metrics - [metrics.py:295] - INFO', '2024-11-04 06:41:09,374 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 06:41:09,395 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,1.518826961517334
118,18,8e9b185e1b770deb,d367e1031fdb5088,llm_request,2024-11-04 06:41:07.952340,2024-11-04 06:41:09.373410,[],OK,,1730702467.95234,1730702469.37341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,1.4210700988769531
119,18,b37816032327491b,8e9b185e1b770deb,llm_scheduler,2024-11-04 14:41:07.975663,2024-11-04 14:41:07.998986,[],OK,,1730702467.9756632,1730702467.998986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],82.5,1005,0.02332282066345215
120,18,14c28f286867f5c2,8e9b185e1b770deb,llm_generate,2024-11-04 14:41:08.740229,2024-11-04 14:41:09.348164,[],OK,,1730702468.7402294,1730702469.3481643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],81.9,1005,0.6079349517822266
121,19,fce94920251f0c0b,,query,2024-11-04 06:41:09.421233,2024-11-04 06:41:12.018410,[],OK,,1730702469.421233,1730702472.01841,0,0,2,1,1,1,4,20,4,1,1,1,0,1,1,1,1,"['2024-11-04 06:41:09,479 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 06:41:09,484 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,486 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,487 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,487 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,487 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,488 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,488 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,490 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,491 - httpx - [_client.py:1786] - INFO', '2024-11-04 06:41:09,491 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,493 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,493 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,493 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,494 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,494 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,511 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 06:41:09,513 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-04 06:41:09,905 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 06:41:09,906 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-04 06:41:09,906 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-04 06:41:09,910 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 06:41:09,913 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,913 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,914 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,914 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,914 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,004 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,005 - httpx - [_client.py:1786] - INFO', '2024-11-04 06:41:12,006 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,006 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,007 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,007 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,007 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 06:41:12,016 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 06:41:12,018 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-04 06:41:09,979 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 06:41:09,982 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 06:41:11,983 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 06:41:12,005 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,2.597177028656006
122,19,7d7fee216c6296bc,fce94920251f0c0b,retrieve,2024-11-04 06:41:09.422049,2024-11-04 06:41:09.500537,[],OK,,1730702469.422049,1730702469.500537,0,0,1,0,0,0,1,10,4,0,0,0,0,0,0,0,0,"['2024-11-04 06:41:09,479 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 06:41:09,484 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,486 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,487 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,487 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,487 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,488 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,488 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,490 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,491 - httpx - [_client.py:1786] - INFO', '2024-11-04 06:41:09,491 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,493 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,493 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,493 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,494 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,494 - httpcore.connection - [_trace.py:85] - DEBUG']",26.4,1005,0.07848787307739258
123,19,66c2f782fec5a2b9,7d7fee216c6296bc,embedding,2024-11-04 06:41:09.422778,2024-11-04 06:41:09.473792,[],OK,,1730702469.422778,1730702469.473792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],26.4,1005,0.05101418495178223
124,19,8c515eb79cd2aefe,fce94920251f0c0b,reranking,2024-11-04 06:41:09.516813,2024-11-04 06:41:09.899205,[],OK,,1730702469.516813,1730702469.899205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],26.4,1005,0.38239192962646484
125,19,13201d5da2b612a4,fce94920251f0c0b,llm,2024-11-04 06:41:09.907527,2024-11-04 06:41:12.010022,[],OK,,1730702469.907527,1730702472.010022,0,0,1,0,0,0,0,10,0,0,1,1,0,1,1,1,1,"['2024-11-04 06:41:09,910 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 06:41:09,913 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,913 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,914 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,914 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:09,914 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,004 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,005 - httpx - [_client.py:1786] - INFO', '2024-11-04 06:41:12,006 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,006 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,007 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,007 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,007 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 06:41:09,979 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 06:41:09,982 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 06:41:11,983 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 06:41:12,005 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,2.102494955062866
126,19,62759469c28d2ad5,13201d5da2b612a4,llm_request,2024-11-04 06:41:09.979450,2024-11-04 06:41:11.982682,[],OK,,1730702469.97945,1730702471.982682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0.0,0,2.003232002258301
127,19,818566c89e5b61c2,62759469c28d2ad5,llm_scheduler,2024-11-04 14:41:10.001918,2024-11-04 14:41:10.024385,[],OK,,1730702470.0019178,1730702470.0243852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],81.9,1005,0.022467374801635742
128,19,8aa1d29e4ec868c8,62759469c28d2ad5,llm_generate,2024-11-04 14:41:10.671272,2024-11-04 14:41:11.955469,[],OK,,1730702470.671272,1730702471.955469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],81.9,1005,1.2841968536376953
129,20,d8d8ea7b82f83b4f,,query,2024-11-04 06:41:12.031289,2024-11-04 06:41:13.712501,[],OK,,1730702472.031289,1730702473.712501,0,0,2,1,1,1,4,20,4,1,1,1,0,1,1,1,1,"['2024-11-04 06:41:12,087 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 06:41:12,091 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,093 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,094 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,094 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,095 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,095 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,095 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,098 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,099 - httpx - [_client.py:1786] - INFO', '2024-11-04 06:41:12,099 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,102 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,102 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,103 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,103 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,103 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,118 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 06:41:12,119 - llmrca.create_vdb.pipeline.rag - [rag.py:117] - DEBUG', '2024-11-04 06:41:12,512 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 06:41:12,513 - llmrca.create_vdb.pipeline.rag - [rag.py:125] - DEBUG', '2024-11-04 06:41:12,514 - llmrca.create_vdb.pipeline.rag - [rag.py:133] - DEBUG', '2024-11-04 06:41:12,518 - openai._base_client - [_base_client.py:446] - DEBUG', '2024-11-04 06:41:12,521 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,521 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,521 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,521 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,521 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:13,698 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:13,699 - httpx - [_client.py:1786] - INFO', '2024-11-04 06:41:13,700 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:13,700 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:13,701 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:13,701 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:13,702 - openai._base_client - [_base_client.py:1585] - DEBUG', '2024-11-04 06:41:13,711 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 06:41:13,712 - llmrca.create_vdb.pipeline.rag - [rag.py:143] - INFO', '2024-11-04 06:41:12,588 - vllm.engine.async_llm_engine - [async_llm_engine.py:648] - INFO', '2024-11-04 06:41:12,590 - vllm.engine.async_llm_engine - [async_llm_engine.py:578] - DEBUG', '2024-11-04 06:41:13,681 - vllm.engine.async_llm_engine - [async_llm_engine.py:134] - INFO', '2024-11-04 06:41:13,699 - vllm.engine.async_llm_engine - [async_llm_engine.py:564] - DEBUG']",0.0,0,1.6812119483947754
130,20,4a6403e7c18fe23c,d8d8ea7b82f83b4f,retrieve,2024-11-04 06:41:12.032082,2024-11-04 06:41:12.111052,[],OK,,1730702472.032082,1730702472.111052,0,0,1,0,0,0,1,10,4,0,0,0,0,0,0,0,0,"['2024-11-04 06:41:12,087 - urllib3.connectionpool - [connectionpool.py:546] - DEBUG', '2024-11-04 06:41:12,091 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,093 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,094 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,094 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,095 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,095 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,095 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,098 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,099 - httpx - [_client.py:1786] - INFO', '2024-11-04 06:41:12,099 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,102 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,102 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,103 - httpcore.http11 - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,103 - httpcore.connection - [_trace.py:85] - DEBUG', '2024-11-04 06:41:12,103 - httpcore.connection - [_trace.py:85] - DEBUG']",26.4,1005,0.07896995544433594
131,20,fe6aa07cfdaedce9,4a6403e7c18fe23c,embedding,2024-11-04 06:41:12.032873,2024-11-04 06:41:12.080894,[],OK,,1730702472.032873,1730702472.080894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],26.4,1005,0.04802107810974121
132,20,83b91408a1f4f612,d8d8ea7b82f83b4f,reranking,2024-11-04 06:41:12.121782,2024-11-04 06:41:12.505796,[],OK,,1730702472.121782,1730702472.505796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],26.4,1005,0.3840138912200928
